sec,nsec,x,y,z,roll,pitch,yaw
168,204568013,2101.898,115.751,1238.426,342.039,340.704,142.856
168,336959629,2102.055,115.779,1238.224,341.198,339.467,143.723
168,448959412,2102.160,115.850,1238.055,339.402,337.805,145.061
168,568540116,2102.230,115.924,1237.886,336.682,334.514,146.990
168,699931563,2102.338,115.993,1237.701,335.969,332.453,148.273
168,813857506,2102.447,116.076,1237.532,336.390,332.024,148.238
168,923554611,2102.547,116.165,1237.381,337.608,332.607,147.070
169,26720002,2102.634,116.250,1237.228,337.687,333.544,145.806
169,141939701,2102.731,116.335,1237.051,337.814,335.012,144.210
169,267795310,2102.878,116.402,1236.869,340.362,335.922,143.190
169,385301794,2103.030,116.463,1236.706,342.977,337.328,143.444
169,496875127,2103.168,116.535,1236.548,346.300,339.056,143.322
169,603281983,2103.312,116.585,1236.396,349.382,340.877,144.034
169,709116176,2103.470,116.605,1236.243,353.386,342.879,144.956
169,830939326,2103.649,116.586,1236.066,357.387,346.852,145.660
169,932331711,2103.790,116.546,1235.911,359.395,352.042,145.423
170,75697005,2104.002,116.458,1235.689,3.855,1.599,145.568
170,188815209,2104.190,116.375,1235.511,9.183,10.468,146.824
170,316194241,2104.409,116.303,1235.302,15.094,17.490,148.944
170,418052569,2104.568,116.233,1235.121,18.399,20.269,150.550
170,545070514,2104.756,116.129,1234.874,21.423,21.126,151.852
170,648191153,2104.905,116.039,1234.664,23.689,20.357,152.326
170,770608525,2105.091,115.931,1234.405,27.000,20.394,153.107
170,890524955,2105.283,115.818,1234.128,30.083,19.911,153.548
170,999424100,2105.465,115.711,1233.860,31.925,18.026,153.066
171,109359304,2105.637,115.567,1233.576,33.434,17.845,154.203
171,235282898,2105.821,115.404,1233.236,34.369,18.755,156.724
171,339173835,2105.977,115.306,1232.955,35.065,18.421,158.837
171,441514840,2106.137,115.220,1232.673,36.727,16.689,159.342
171,561970414,2106.287,115.097,1232.344,37.003,15.402,160.501
171,702455625,2106.437,114.987,1231.953,35.647,16.130,161.828
171,802547607,2106.563,114.925,1231.687,35.665,14.892,161.022
171,911765721,2106.668,114.825,1231.394,33.123,11.736,159.231
172,24596429,2106.746,114.705,1231.066,28.468,10.254,157.703
172,148312876,2106.821,114.574,1230.672,22.077,9.448,156.652
172,261777405,2106.929,114.472,1230.311,19.416,9.137,156.651
172,365254841,2107.052,114.396,1229.983,17.813,8.330,156.524
172,472646057,2107.191,114.334,1229.640,16.630,9.147,156.880
172,593137280,2107.351,114.261,1229.254,16.205,9.850,157.774
172,760352531,2107.566,114.157,1228.717,15.498,11.128,159.204
172,864920442,2107.695,114.080,1228.367,15.350,12.346,160.471
172,974897797,2107.824,113.995,1227.998,15.319,13.976,161.905
173,81911512,2107.944,113.903,1227.632,15.446,15.041,163.482
173,201859204,2108.066,113.795,1227.216,15.411,15.285,164.949
173,302414875,2108.168,113.695,1226.861,16.322,15.488,166.118
173,419206589,2108.283,113.589,1226.444,17.009,14.650,167.206
173,565792764,2108.414,113.453,1225.922,17.762,12.955,168.276
173,673737695,2108.510,113.353,1225.524,18.685,11.777,169.078
173,792107658,2108.607,113.258,1225.087,19.140,11.497,170.256
173,906397812,2108.694,113.153,1224.659,20.145,11.315,171.380
174,27827123,2108.783,113.065,1224.197,21.056,11.851,172.720
174,152984869,2108.861,112.972,1223.727,21.832,11.362,173.884
174,309195505,2108.944,112.865,1223.142,22.591,10.125,174.918
174,420464525,2108.991,112.792,1222.724,22.745,8.896,175.309
174,580787274,2109.060,112.700,1222.130,22.836,7.120,175.237
174,691480318,2109.105,112.651,1221.726,22.530,6.015,174.972
174,832400493,2109.167,112.599,1221.222,22.183,5.217,174.773
174,977976584,2109.247,112.554,1220.715,21.440,4.433,173.129
175,96383869,2109.317,112.517,1220.320,20.471,3.828,171.581
175,202553810,2109.379,112.482,1219.972,19.518,4.067,170.856
175,315115981,2109.451,112.447,1219.614,18.793,4.840,170.424
175,432070888,2109.528,112.415,1219.248,18.239,5.325,170.192
175,554872688,2109.604,112.368,1218.873,17.622,6.729,170.096
175,655741213,2109.665,112.320,1218.565,17.160,8.399,170.343
175,779435439,2109.730,112.251,1218.181,15.754,11.476,171.116
175,898663042,2109.781,112.169,1217.811,14.328,13.886,171.772
176,7541534,2109.835,112.091,1217.475,13.874,14.380,172.047
176,189059071,2109.920,111.931,1216.907,12.786,15.974,172.031
176,293823039,2109.982,111.847,1216.577,13.214,14.876,171.721
176,434750674,2110.071,111.731,1216.132,13.975,14.082,171.256
176,549830441,2110.149,111.636,1215.788,15.012,13.039,171.020
176,696515957,2110.239,111.552,1215.345,15.389,12.327,171.027
176,803325179,2110.296,111.484,1215.040,14.429,11.308,171.089
176,917790468,2110.364,111.426,1214.757,15.104,9.848,171.589
177,46695337,2110.415,111.379,1214.436,15.006,8.421,171.330
177,179649810,2110.465,111.341,1214.107,14.604,7.648,171.160
177,297193134,2110.512,111.291,1213.842,14.242,9.092,172.119
177,439844045,2110.525,111.222,1213.532,11.700,8.944,171.671
177,543308726,2110.547,111.182,1213.300,11.079,10.266,171.481
177,676615874,2110.557,111.126,1212.993,8.050,11.958,171.418
177,818431419,2110.527,110.992,1212.652,2.659,11.478,170.919
177,951343514,2110.496,110.838,1212.293,356.045,12.503,170.446
178,75546943,2110.492,110.685,1211.929,351.186,14.135,169.926
178,183567827,2110.499,110.534,1211.597,346.993,14.606,169.372
178,288490831,2110.525,110.431,1211.265,345.427,15.017,169.458
178,414268840,2110.576,110.314,1210.866,344.972,14.524,169.336
178,576818743,2110.656,110.188,1210.346,345.477,13.592,169.806
178,702584597,2110.710,110.093,1209.939,345.603,12.550,170.434
178,840151231,2110.765,110.006,1209.500,346.630,10.252,171.604
178,967933530,2110.817,109.937,1209.086,347.696,8.718,172.752
179,72562439,2110.851,109.880,1208.748,348.347,7.117,173.638
179,183423197,2110.883,109.834,1208.390,348.884,6.177,174.219
179,351817054,2110.914,109.772,1207.853,348.595,4.745,174.999
179,471584219,2110.933,109.747,1207.474,348.698,4.580,175.459
179,586538379,2110.947,109.716,1207.120,348.446,4.551,175.812
179,715617435,2110.962,109.685,1206.730,348.393,4.381,176.108
179,842095623,2110.979,109.659,1206.359,348.546,4.517,176.229
179,946316111,2110.991,109.629,1206.054,348.446,4.498,176.174
180,51894003,2111.002,109.607,1205.752,348.320,4.483,176.146
180,170401931,2111.013,109.591,1205.420,348.425,4.587,176.244
180,274118758,2111.021,109.574,1205.139,348.370,4.284,176.425
180,463112002,2111.035,109.545,1204.650,348.399,3.473,176.789
180,569690732,2111.035,109.536,1204.385,347.965,2.439,177.238
180,689182475,2111.033,109.527,1204.113,347.569,1.007,177.702
180,797302996,2111.033,109.520,1203.872,347.471,359.710,178.081
180,965187358,2111.028,109.515,1203.526,346.987,358.266,178.689
181,66992666,2111.020,109.524,1203.325,346.595,357.172,179.135
181,179877141,2111.010,109.536,1203.078,346.066,355.814,179.725
181,288605756,2111.007,109.547,1202.854,345.949,355.149,180.147
181,397973011,2111.001,109.554,1202.638,345.693,354.773,180.417
181,508567942,2110.992,109.564,1202.389,345.309,354.245,180.558
181,622948483,2110.982,109.584,1202.138,345.175,354.882,180.093
181,764364288,2110.975,109.609,1201.856,345.488,355.337,179.476
181,886063845,2110.977,109.626,1201.589,346.056,355.808,178.787
182,854387,2110.979,109.637,1201.361,346.505,356.598,177.955
182,103078731,2110.980,109.657,1201.149,346.569,356.596,177.281
182,245525356,2110.985,109.685,1200.868,346.823,357.046,176.701
182,361192226,2110.997,109.706,1200.610,347.224,357.457,176.465
182,509638494,2111.021,109.709,1200.302,348.432,358.839,176.010
182,612655615,2111.045,109.703,1200.096,349.631,359.712,175.468
182,763983209,2111.074,109.708,1199.771,350.944,0.214,175.201
182,874307086,2111.094,109.710,1199.547,351.986,0.515,174.994
183,23972751,2111.120,109.708,1199.241,353.124,359.968,175.204
183,133150266,2111.142,109.708,1199.006,354.027,358.881,175.653
183,262636741,2111.162,109.716,1198.741,354.632,358.256,176.077
183,372459951,2111.181,109.724,1198.527,355.431,357.315,176.354
183,477816252,2111.200,109.730,1198.325,356.107,356.023,176.757
183,590576211,2111.211,109.751,1198.089,356.231,354.622,176.944
183,695125632,2111.225,109.771,1197.880,356.720,353.915,177.371
183,804035801,2111.239,109.789,1197.659,357.241,352.947,177.497
183,917263590,2111.253,109.809,1197.420,357.619,352.584,177.834
184,20698904,2111.260,109.829,1197.219,357.788,352.519,178.212
184,128403729,2111.266,109.857,1196.993,357.953,352.115,178.940
184,247599564,2111.273,109.889,1196.751,358.322,352.474,179.208
184,362411249,2111.272,109.924,1196.512,358.175,351.988,179.556
184,465833704,2111.267,109.951,1196.304,357.803,351.889,179.711
184,582751221,2111.263,109.984,1196.069,357.647,351.835,180.124
184,689114375,2111.260,110.017,1195.846,357.733,352.221,180.495
184,803446823,2111.257,110.049,1195.622,357.680,352.481,180.860
184,951732835,2111.244,110.095,1195.334,357.399,352.070,181.185
185,62780263,2111.225,110.124,1195.110,356.704,351.845,181.378
185,164741030,2111.209,110.146,1194.893,356.148,351.699,181.584
185,275230411,2111.193,110.166,1194.656,355.504,352.020,181.609
185,395591099,2111.175,110.189,1194.420,354.488,352.482,181.317
185,523299614,2111.157,110.221,1194.145,353.516,352.730,181.225
185,654820663,2111.143,110.250,1193.879,352.968,353.340,181.088
185,768768370,2111.135,110.273,1193.642,352.781,353.101,181.250
185,931411238,2111.125,110.308,1193.315,352.783,353.226,181.038
186,38813779,2111.120,110.330,1193.073,352.848,353.567,180.862
186,188889630,2111.115,110.358,1192.764,353.112,354.841,180.522
186,315959528,2111.112,110.381,1192.500,353.427,355.472,180.520
186,447846292,2111.112,110.406,1192.234,354.052,356.490,180.426
186,567056163,2111.113,110.425,1191.983,354.683,357.161,180.289
186,688727189,2111.113,110.440,1191.732,355.227,358.048,179.892
186,821156880,2111.113,110.460,1191.461,355.529,358.136,179.777
186,988688055,2111.120,110.479,1191.117,356.487,359.010,179.551
187,95563555,2111.132,110.483,1190.901,357.479,359.288,179.240
187,246867300,2111.153,110.477,1190.593,358.933,359.543,179.224
187,354985592,2111.167,110.474,1190.376,359.865,359.637,179.110
187,534422762,2111.184,110.449,1189.975,1.001,1.269,178.798
187,641176352,2111.200,110.430,1189.740,2.157,2.786,178.668
187,749842162,2111.214,110.411,1189.505,3.005,3.988,178.743
187,874824557,2111.229,110.391,1189.246,3.723,5.514,178.941
188,22278353,2111.239,110.367,1188.949,3.937,6.337,179.149
188,131286938,2111.242,110.341,1188.700,3.832,6.502,179.178
188,282376681,2111.246,110.319,1188.367,3.568,6.760,179.256
188,401577296,2111.248,110.308,1188.120,3.446,6.259,179.518
188,574289419,2111.238,110.266,1187.772,2.542,5.617,179.952
188,682913060,2111.223,110.231,1187.545,1.418,5.645,180.101
188,827341944,2111.205,110.188,1187.234,0.136,5.822,180.343
188,936624483,2111.188,110.152,1186.991,358.974,6.402,180.429
189,95118478,2111.169,110.095,1186.633,357.714,7.416,180.484
189,198497303,2111.157,110.060,1186.391,356.974,7.579,180.299
189,307145670,2111.146,110.030,1186.136,356.330,7.774,180.085
189,407253128,2111.138,110.004,1185.899,356.036,8.138,179.984
189,565037890,2111.127,109.960,1185.537,355.228,7.378,179.573
189,671539943,2111.119,109.932,1185.296,354.523,6.561,179.218
189,853864281,2111.110,109.906,1184.903,353.746,4.630,178.915
189,983166691,2111.112,109.886,1184.639,353.546,2.543,178.781
190,83759544,2111.111,109.871,1184.438,353.086,1.006,178.831
190,205967932,2111.110,109.865,1184.199,352.644,359.210,178.817
190,327208666,2111.107,109.869,1183.938,352.047,357.063,178.738
190,434728261,2111.107,109.878,1183.723,351.586,355.482,178.711
190,549803338,2111.100,109.891,1183.490,350.243,353.603,178.844
190,653635972,2111.093,109.906,1183.274,349.274,352.200,178.930
190,793489049,2111.087,109.939,1183.003,348.445,350.296,178.921
190,924715141,2111.094,109.979,1182.707,348.672,350.049,179.076
191,30198590,2111.095,110.006,1182.492,348.534,350.067,179.338
191,208282332,2111.091,110.051,1182.136,348.251,350.452,179.384
191,313149575,2111.086,110.088,1181.919,347.839,350.747,179.304
191,442222404,2111.086,110.131,1181.658,348.149,351.528,179.292
191,551533795,2111.087,110.160,1181.436,348.425,352.163,179.165
191,676510204,2111.083,110.196,1181.188,348.488,353.059,179.168
191,815329051,2111.078,110.229,1180.912,348.664,354.078,178.661
191,959455825,2111.079,110.266,1180.609,349.170,354.811,177.946
192,71210342,2111.088,110.286,1180.387,349.999,355.557,177.699
192,199449290,2111.102,110.306,1180.114,351.102,356.181,177.640
192,341629719,2111.104,110.334,1179.829,351.311,355.123,177.538
192,498667148,2111.105,110.370,1179.504,351.031,353.720,177.676
192,618586111,2111.105,110.408,1179.263,350.929,351.564,177.938
192,748277098,2111.099,110.454,1179.018,350.292,348.550,178.144
192,868795617,2111.092,110.503,1178.789,349.614,345.858,178.292
192,978353595,2111.089,110.538,1178.583,348.903,344.345,178.476
193,102130087,2111.096,110.575,1178.350,349.024,343.579,178.522
193,267920688,2111.114,110.635,1178.022,349.568,342.265,178.149
193,372693313,2111.115,110.690,1177.819,349.194,343.070,177.564
193,473574779,2111.115,110.744,1177.619,348.933,344.018,176.713
193,575610178,2111.116,110.791,1177.424,348.537,345.210,175.876
193,706311477,2111.130,110.861,1177.177,348.853,345.989,175.818
193,838409425,2111.136,110.943,1176.912,348.765,346.875,176.323
193,953892677,2111.140,111.003,1176.686,348.670,347.650,176.122
194,84778745,2111.144,111.060,1176.427,348.744,348.586,175.852
194,193849853,2111.167,111.087,1176.216,350.204,349.403,175.749
194,348723640,2111.200,111.139,1175.924,351.996,349.489,175.701
194,466187208,2111.209,111.181,1175.678,351.338,349.743,175.805
194,594749995,2111.217,111.211,1175.416,350.790,350.425,176.154
194,728312751,2111.233,111.226,1175.143,351.370,351.351,177.316
194,865030833,2111.280,111.222,1174.846,356.642,354.375,178.024
194,980285963,2111.309,111.231,1174.601,0.032,359.936,178.137
195,121404502,2111.363,111.228,1174.294,4.009,8.209,178.272
195,231062229,2111.405,111.206,1174.061,6.845,14.050,178.604
195,376473191,2111.441,111.151,1173.756,9.306,17.609,179.000
195,501865311,2111.465,111.058,1173.483,10.760,17.728,179.133
195,665549992,2111.490,110.919,1173.086,10.768,17.416,178.352
195,794023008,2111.517,110.808,1172.746,11.169,17.970,178.106
195,897152530,2111.545,110.716,1172.467,11.477,17.882,177.472
196,8740323,2111.589,110.633,1172.155,11.600,16.658,176.311
196,169464687,2111.668,110.513,1171.699,11.373,14.622,174.438
196,277881258,2111.742,110.449,1171.408,12.376,11.983,173.004
196,390182113,2111.826,110.397,1171.125,13.676,8.421,171.579
196,501289525,2111.900,110.355,1170.853,15.548,4.056,170.219
196,602795648,2111.975,110.347,1170.611,17.045,1.578,169.090
196,714707314,2112.069,110.331,1170.349,19.353,359.544,168.184
196,826142334,2112.165,110.325,1170.091,20.941,359.332,167.467
196,949795477,2112.273,110.322,1169.813,23.401,359.265,167.162
197,72555102,2112.368,110.313,1169.548,24.579,358.662,166.734
197,246673278,2112.472,110.317,1169.197,25.163,357.054,166.886
197,357734464,2112.523,110.311,1168.986,25.269,356.024,167.200
197,503967027,2112.598,110.327,1168.687,25.446,354.931,167.959
197,613635766,2112.647,110.344,1168.476,25.353,354.648,168.588
197,764273877,2112.721,110.373,1168.173,25.451,354.543,169.722
197,886303557,2112.770,110.389,1167.922,25.336,353.721,170.615
197,994265034,2112.806,110.410,1167.703,24.911,353.339,171.637
198,135974317,2112.849,110.450,1167.410,24.029,353.230,173.002
198,251799321,2112.870,110.485,1167.181,23.427,353.364,174.966
198,379919111,2112.879,110.523,1166.923,22.963,352.210,176.941
198,483197477,2112.877,110.564,1166.725,22.045,351.229,178.221
198,613195426,2112.866,110.615,1166.471,21.156,350.162,180.012
198,720729539,2112.850,110.650,1166.263,20.708,349.029,181.351
198,824013650,2112.831,110.682,1166.064,20.235,348.292,182.680
198,936906272,2112.807,110.724,1165.847,19.435,347.964,184.150
199,92553165,2112.765,110.793,1165.549,17.928,347.443,186.444
199,203288360,2112.725,110.850,1165.344,16.770,346.351,187.841
199,321194309,2112.677,110.910,1165.134,15.708,345.311,189.100
199,459136079,2112.612,110.973,1164.885,14.887,344.600,190.908
199,581372354,2112.548,111.026,1164.655,14.290,344.885,192.768
199,690571721,2112.481,111.086,1164.439,13.051,345.029,194.038
199,801877961,2112.426,111.145,1164.240,12.712,344.892,195.458
199,909117672,2112.371,111.204,1164.038,12.904,344.118,196.449
200,32242719,2112.303,111.267,1163.807,13.569,342.798,197.823
200,164254142,2112.226,111.341,1163.583,13.807,341.923,199.130
200,269138148,2112.155,111.419,1163.410,13.566,340.455,200.049
200,419299840,2112.060,111.534,1163.171,13.509,338.351,200.990
200,527578431,2111.995,111.612,1163.006,13.861,336.202,201.461
200,708618237,2111.871,111.741,1162.721,14.959,331.482,201.475
200,815039060,2111.795,111.809,1162.549,15.744,329.836,200.979
200,972170322,2111.694,111.916,1162.272,18.165,329.031,201.387
201,83799150,2111.628,111.990,1162.080,19.881,329.454,201.950
201,201718804,2111.554,112.084,1161.888,20.058,329.509,203.604
201,320097508,2111.468,112.192,1161.702,19.606,330.009,205.387
201,429144774,2111.384,112.294,1161.528,19.300,330.572,206.664
201,529667663,2111.311,112.385,1161.370,19.518,331.160,207.553
201,672403484,2111.204,112.508,1161.152,19.563,332.319,208.555
201,782155419,2111.121,112.603,1160.987,19.464,333.150,209.335
201,899849320,2111.028,112.706,1160.809,19.373,333.794,209.757
202,52417145,2110.877,112.835,1160.580,17.384,334.205,211.503
202,168595728,2110.755,112.924,1160.414,16.016,334.624,212.665
202,314206837,2110.597,113.038,1160.209,14.402,335.167,213.910
202,436164779,2110.459,113.139,1160.038,13.136,335.324,214.802
202,582247981,2110.294,113.248,1159.830,11.385,335.914,216.424
202,703969741,2110.147,113.327,1159.659,9.792,336.289,217.930
202,819593627,2110.006,113.400,1159.498,8.477,336.305,218.698
202,936999644,2109.859,113.475,1159.332,6.888,336.439,219.685
203,51814393,2109.703,113.547,1159.158,6.238,338.283,220.119
203,177819198,2109.543,113.617,1158.977,5.586,340.943,220.341
203,286825964,2109.410,113.682,1158.824,4.959,342.641,220.986
203,397280270,2109.274,113.760,1158.670,4.408,343.324,221.911
203,513871756,2109.136,113.845,1158.516,3.958,343.478,221.963
203,634794279,2108.998,113.915,1158.340,4.335,344.423,221.255
203,752481364,2108.858,113.933,1158.145,5.780,347.436,221.287
203,853711905,2108.723,113.917,1157.975,6.615,352.152,221.276
203,956890823,2108.576,113.889,1157.790,7.600,358.230,221.727
204,82624885,2108.406,113.886,1157.588,8.560,2.449,222.953
204,225746556,2108.191,113.896,1157.370,8.625,3.909,224.553
204,329484614,2108.035,113.885,1157.222,8.663,4.220,226.051
204,442034191,2107.867,113.860,1157.080,8.463,3.739,227.349
204,552032775,2107.697,113.838,1156.942,8.241,3.018,227.925
204,651842589,2107.541,113.819,1156.814,8.277,2.799,229.035
204,771942025,2107.354,113.810,1156.660,8.427,2.842,230.241
204,901984738,2107.097,113.798,1156.463,8.127,3.146,231.141
205,36085266,2106.828,113.783,1156.282,6.721,3.836,232.452
205,162652295,2106.590,113.780,1156.132,5.828,3.306,233.589
205,284476360,2106.395,113.786,1156.004,6.015,1.848,234.352
205,398681062,2106.191,113.791,1155.881,5.823,359.114,235.044
205,504532706,2106.014,113.804,1155.783,5.365,357.142,235.364
205,610088498,2105.834,113.814,1155.690,5.030,354.488,235.619
205,764079202,2105.582,113.820,1155.541,4.979,350.652,235.225
205,888798745,2105.383,113.833,1155.407,5.350,348.049,234.848
206,22537520,2105.171,113.868,1155.269,4.967,346.028,234.963
206,131265344,2104.994,113.911,1155.152,4.862,345.003,235.435
206,282316173,2104.751,113.995,1154.986,5.046,344.483,235.908
206,396507814,2104.558,114.061,1154.861,4.946,344.042,236.281
206,511696874,2104.370,114.125,1154.743,4.579,344.153,236.737
206,635924935,2104.168,114.194,1154.613,4.478,343.635,236.841
206,759318935,2103.977,114.259,1154.493,4.070,343.176,237.112
206,866507864,2103.800,114.318,1154.386,3.485,342.475,237.336
206,971556170,2103.630,114.375,1154.287,2.857,342.321,237.538
207,89115817,2103.434,114.439,1154.166,2.839,342.511,237.759
207,215910452,2103.227,114.508,1154.029,3.071,342.954,237.959
207,353673713,2103.002,114.575,1153.883,3.007,344.877,237.601
207,457537768,2102.828,114.619,1153.771,2.767,347.084,237.057
207,583028943,2102.618,114.655,1153.639,2.118,350.285,236.302
207,701768971,2102.422,114.698,1153.510,0.766,352.502,236.158
207,889693458,2102.104,114.760,1153.299,0.579,354.897,237.330
207,995473123,2101.913,114.777,1153.173,0.640,357.058,237.570
208,122624913,2101.689,114.766,1153.031,0.025,0.645,237.149
208,239073642,2101.488,114.726,1152.895,0.497,5.312,236.891
208,397203044,2101.209,114.636,1152.695,2.171,12.840,236.915
208,505691063,2101.006,114.559,1152.545,3.736,18.047,237.226
208,659732847,2100.691,114.427,1152.306,7.115,25.940,238.336
208,775245353,2100.449,114.285,1152.103,10.943,32.014,239.774
208,915846022,2100.119,114.026,1151.874,12.408,36.753,241.867
209,23582876,2099.826,113.788,1151.717,12.147,38.080,243.091
209,123044997,2099.535,113.554,1151.556,13.289,37.920,243.740
209,246421437,2099.144,113.232,1151.383,11.150,36.683,244.436
209,387174945,2098.640,112.844,1151.189,7.868,34.165,244.544
209,495906995,2098.206,112.533,1151.037,2.986,30.689,244.110
209,605211425,2097.735,112.181,1150.879,359.524,28.485,244.872
209,743470528,2097.103,111.685,1150.646,352.599,32.436,243.095
209,872696729,2096.494,111.227,1150.400,351.507,35.857,243.624
210,7531112,2095.856,110.740,1150.130,353.424,37.347,245.256
210,118385980,2095.312,110.306,1149.902,355.349,36.007,246.945
210,224875078,2094.766,109.904,1149.691,356.177,32.950,248.392
210,337594023,2094.143,109.519,1149.467,356.284,28.299,249.788
210,439882734,2093.544,109.210,1149.252,357.164,23.255,250.501
210,563631136,2092.800,108.906,1148.973,358.997,17.105,250.981
210,676375284,2092.096,108.680,1148.719,0.360,17.042,251.456
210,786388246,2091.420,108.475,1148.489,359.193,17.379,251.106
210,922573955,2090.584,108.221,1148.239,354.290,16.041,250.895
211,43651144,2089.882,108.034,1148.040,349.449,7.827,250.970
211,153632804,2089.303,107.956,1147.886,345.866,357.294,252.745
211,300450243,2088.602,107.943,1147.694,347.342,358.120,253.361
211,417010729,2088.118,107.979,1147.586,345.235,1.557,252.966
211,554978463,2087.615,107.980,1147.436,347.936,5.476,252.535
211,659345334,2087.277,107.879,1147.310,349.181,11.133,251.116
211,759521791,2086.996,107.816,1147.233,349.072,14.213,250.885
211,874771099,2086.729,107.806,1147.176,349.765,14.832,251.348
211,978520493,2086.534,107.780,1147.139,349.636,11.124,252.342
212,115692085,2086.285,107.705,1147.097,348.299,4.084,253.875
212,217882705,2086.097,107.644,1147.052,348.174,0.630,254.959
212,353877772,2085.830,107.595,1146.970,350.025,359.414,256.201
212,456039931,2085.636,107.579,1146.923,350.696,359.351,256.356
212,570444833,2085.394,107.570,1146.876,350.221,359.712,256.366
212,681075272,2085.177,107.592,1146.834,348.237,0.885,256.240
212,787286741,2084.958,107.614,1146.783,348.741,359.832,256.715
212,902751853,2084.724,107.615,1146.737,349.466,358.960,257.724
213,6605552,2084.531,107.616,1146.708,349.979,358.733,258.039
213,144910415,2084.255,107.602,1146.680,349.758,0.026,258.780
213,264625845,2084.008,107.594,1146.655,349.657,0.932,259.712
213,386172036,2083.762,107.581,1146.630,350.508,0.742,261.570
213,494983612,2083.553,107.568,1146.613,351.225,0.431,263.433
213,605067111,2083.336,107.556,1146.597,353.028,359.793,265.635
213,757506924,2083.041,107.541,1146.595,354.689,357.453,267.057
213,872950216,2082.813,107.528,1146.581,355.682,357.442,267.667
213,997019871,2082.559,107.523,1146.581,355.373,0.321,268.082
214,104474836,2082.332,107.526,1146.588,355.422,2.342,269.477
214,238405887,2082.057,107.533,1146.606,356.137,4.321,272.285
214,353990856,2081.818,107.512,1146.654,355.103,5.472,274.524
214,455199345,2081.619,107.479,1146.712,354.218,6.475,276.328
214,568829828,2081.410,107.450,1146.784,353.527,7.243,278.403
214,673813542,2081.214,107.427,1146.861,352.975,7.234,280.690
214,802160992,2080.982,107.408,1146.957,352.728,6.738,284.016
214,914490894,2080.776,107.388,1147.025,353.936,6.535,286.477
215,22155722,2080.582,107.354,1147.092,355.357,5.694,288.673
215,133455761,2080.375,107.294,1147.175,354.412,4.327,288.905
215,252614134,2080.150,107.262,1147.266,353.797,5.355,288.995
215,406366911,2079.854,107.239,1147.418,353.607,8.351,291.523
215,554435918,2079.594,107.216,1147.580,354.294,10.385,294.748
215,661247404,2079.414,107.187,1147.723,353.445,11.044,296.983
215,790598629,2079.218,107.154,1147.877,350.528,8.879,299.559
215,899617647,2079.024,107.131,1148.027,349.128,6.158,302.706
216,7992175,2078.845,107.102,1148.186,348.961,4.290,306.036
216,125911353,2078.671,107.089,1148.373,348.628,2.591,309.708
216,245355426,2078.527,107.072,1148.572,347.604,1.550,313.263
216,345664162,2078.422,107.058,1148.740,346.304,0.451,316.243
216,455821165,2078.315,107.035,1148.925,345.645,359.140,319.472
216,557624699,2078.225,107.013,1149.104,345.641,357.944,322.687
216,670546060,2078.124,106.996,1149.311,345.071,358.725,324.902
216,771480242,2078.022,106.973,1149.490,344.304,0.255,325.689
216,913964041,2077.892,106.938,1149.740,342.962,2.506,326.471
217,30143141,2077.792,106.919,1149.958,341.919,3.652,327.610
217,149227442,2077.696,106.908,1150.184,341.009,5.187,329.125
217,253963759,2077.625,106.901,1150.401,339.507,5.610,330.898
217,396728866,2077.514,106.867,1150.660,340.211,5.529,332.833
217,511611756,2077.418,106.837,1150.877,340.646,4.857,334.341
217,613105980,2077.334,106.812,1151.066,341.668,5.598,335.166
217,722222827,2077.260,106.798,1151.267,342.396,6.281,335.726
217,847500617,2077.182,106.780,1151.526,342.259,6.812,336.243
217,956543423,2077.090,106.746,1151.734,343.259,6.430,337.718
218,103107950,2076.983,106.713,1152.011,344.141,5.805,339.447
218,204190137,2076.929,106.702,1152.202,344.032,5.574,340.729
218,328705528,2076.847,106.685,1152.457,345.297,4.727,342.123
218,473912489,2076.748,106.654,1152.759,346.560,4.730,343.423
218,582974007,2076.697,106.649,1152.972,346.864,4.681,344.354
218,762537638,2076.608,106.633,1153.334,347.736,4.418,345.425
218,866971896,2076.549,106.619,1153.538,348.558,3.825,346.488
219,19612059,2076.468,106.595,1153.828,349.436,3.136,347.717
219,132230101,2076.409,106.576,1154.058,349.998,2.292,348.250
219,251505737,2076.345,106.570,1154.293,351.404,2.716,348.926
219,351806704,2076.298,106.566,1154.492,352.001,2.682,349.600
219,509712867,2076.213,106.546,1154.831,353.363,2.544,350.167
219,613294152,2076.165,106.550,1155.048,353.991,2.583,350.461
219,714854330,2076.107,106.530,1155.255,354.810,3.210,350.191
219,824218153,2076.039,106.502,1155.476,356.127,4.585,349.702
219,925452128,2075.985,106.475,1155.679,356.642,6.239,349.192
220,38670058,2075.917,106.440,1155.907,357.625,8.248,348.413
220,148627742,2075.841,106.401,1156.126,359.132,9.698,348.001
220,292539082,2075.738,106.352,1156.404,0.426,10.050,347.498
220,400583073,2075.662,106.323,1156.604,1.131,9.247,346.691
220,529877693,2075.570,106.283,1156.844,1.000,8.022,345.373
220,645307737,2075.474,106.242,1157.069,1.368,7.571,344.088
220,796163530,2075.341,106.192,1157.351,1.262,6.233,342.126
220,916533604,2075.234,106.176,1157.558,1.440,4.028,340.532
221,36782807,2075.126,106.145,1157.760,1.241,2.573,338.363
221,139367449,2075.037,106.128,1157.939,0.322,1.596,336.617
221,248585332,2074.921,106.110,1158.130,0.599,0.265,334.797
